Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
20.76,8.882,14646.66,94.0,0.0,42.0,100.0
18.396,5.728,14668.01,80.2,0.0,0.0,99.0
20.574,8.388,14625.37,93.2,0.0,42.0,98.0
17.864,5.776,14647.43,80.0,0.0,0.0,98.0
38.662,7.566,14594.06,167.0,0.0,41.0,335.0
60.34,4.246,14473.48,251.8,0.0,0.0,610.0
29.958,5.82,14447.58,131.2,0.0,41.0,116.0
103.896,6.918,14445.9,440.6,0.0,16.0,1166.0
79.102,5.424,14442.61,330.4,0.0,28.0,988.0
50.262,9.412,14456.03,221.0,0.0,472.0,100.0
58.616,6.106,14427.47,257.8,448.0,19.0,100.0
128.076,12.606,14319.12,544.2,513.0,627.0,653.0
91.8,17.084,14475.58,406.2,49.0,1048.0,102.0
40.97,8.83,14626.04,198.4,0.0,157.0,101.0
25.782,5.192,14584.31,125.4,0.0,1.0,103.0
71.422,8.8,14476.84,305.4,111.0,44.0,672.0
77.87,9.198,14448.55,343.8,488.0,0.0,101.0
95.496,7.482,14446.93,399.4,0.0,43.0,386.0
129.086,4.882,14423.38,533.0,0.0,0.0,1119.0
49.006,8.318,14600.79,206.2,0.0,44.0,66.0
20.13,5.756,14634.78,90.8,0.0,0.0,74.0
22.412,8.642,14616.41,102.6,0.0,43.0,94.0
18.798,5.826,14565.76,84.0,0.0,0.0,98.0
19.864,8.248,14619.76,88.4,0.0,44.0,99.0
17.752,5.384,14620.84,79.4,0.0,1.0,97.0
20.758,9.38,14580.67,95.2,0.0,42.0,102.0
27.968,4.682,14563.01,120.4,0.0,7.0,214.0
113.41,8.096,14425.07,472.4,0.0,36.0,1168.0
106.788,6.29,14362.25,445.8,0.0,13.0,1160.0
93.198,8.018,14388.66,388.6,0.0,29.0,1158.0
70.612,5.742,14468.57,294.4,0.0,18.0,841.0
22.798,5.404,14543.03,98.6,0.0,26.0,98.0
34.046,8.168,14524.76,148.8,177.0,21.0,102.0
85.484,6.68,14538.6,356.4,290.0,22.0,831.0
53.414,7.974,14477.46,233.4,483.0,25.0,98.0
20.846,7.484,14573.34,97.6,0.0,19.0,98.0
84.424,5.622,14483.37,350.4,0.0,28.0,1080.0
82.334,4.254,14402.61,341.4,0.0,15.0,1155.0
161.504,10.328,14350.27,700.8,984.0,33.0,1146.0
52.54,6.632,14434.07,240.8,332.0,11.0,100.0
60.828,6.178,14471.19,254.4,4.0,35.0,100.0
97.364,2.606,14473.73,406.6,369.0,7.0,51.0
82.838,7.102,14480.28,344.0,234.0,40.0,87.0
50.178,6.302,14636.39,212.4,291.0,2.0,100.0
25.572,9.208,14684.19,113.6,0.0,43.0,97.0
55.066,5.274,14552.13,226.8,0.0,0.0,673.0
22.084,7.872,14543.89,100.6,0.0,42.0,101.0
18.0,4.666,14537.86,79.2,0.0,0.0,101.0
19.718,8.232,14539.17,90.2,0.0,42.0,100.0
13.944,4.194,14554.74,64.0,0.0,0.0,39.0
19.658,7.358,14502.5,88.0,0.0,43.0,99.0
76.156,4.892,14504.19,318.4,0.0,0.0,832.0
100.478,6.08,14290.24,423.0,0.0,41.0,1146.0
84.794,4.722,14424.84,352.2,0.0,0.0,1165.0
60.31,8.51,14459.71,252.2,0.0,42.0,738.0
44.514,4.888,14378.12,199.8,0.0,388.0,100.0
67.05,15.892,14302.56,303.8,0.0,42.0,99.0
23.838,6.554,14487.22,113.6,0.0,7.0,43.0
23.434,8.23,14429.51,107.0,0.0,36.0,95.0
19.404,4.694,14488.96,87.0,0.0,13.0,101.0
39.984,7.172,14444.2,171.6,0.0,29.0,439.0
40.59,5.828,14527.42,172.4,0.0,18.0,457.0
18.608,5.012,14550.09,81.6,0.0,24.0,97.0
127.138,8.79,14464.38,547.6,669.0,24.0,1142.0
146.864,12.552,14396.51,625.8,323.0,19.0,1161.0
132.81,4.306,14335.55,553.4,0.0,29.0,1151.0
135.59,5.684,14481.28,559.8,12.0,13.0,1171.0
102.924,7.072,14583.44,433.6,433.0,35.0,678.0
56.842,6.644,14635.81,241.4,493.0,7.0,101.0
22.73,7.968,14392.52,105.4,0.0,41.0,100.0
25.978,5.792,14371.51,113.4,0.0,0.0,100.0
23.23,7.424,14393.72,108.4,0.0,42.0,103.0
19.284,5.59,14418.65,84.2,0.0,0.0,100.0
18.802,7.45,14414.59,86.4,0.0,42.0,51.0
17.706,4.77,14391.89,76.8,0.0,0.0,88.0
86.006,9.09,14347.39,365.4,0.0,43.0,801.0
104.998,5.01,14308.66,440.4,0.0,0.0,1150.0
98.138,8.736,14304.45,412.2,0.0,41.0,1143.0
64.868,5.302,14247.11,278.0,0.0,0.0,821.0
23.186,8.5,14504.73,105.4,0.0,41.0,100.0
27.478,6.61,14559.04,121.4,0.0,0.0,98.0
32.994,11.116,14607.85,149.0,0.0,41.0,40.0
29.198,4.36,14485.67,129.2,0.0,0.0,94.0
26.732,6.976,14509.68,120.0,0.0,42.0,99.0
34.11,6.336,14533.58,155.6,0.0,1.0,96.0
33.576,7.898,14543.94,145.0,0.0,39.0,98.0
74.258,8.168,14432.43,323.0,0.0,7.0,141.0
83.372,9.202,14497.89,351.6,0.0,34.0,751.0
53.95,11.034,14536.98,232.6,0.0,12.0,96.0
150.476,10.596,14443.06,627.4,0.0,28.0,405.0
142.322,2.596,14451.73,590.2,0.0,17.0,810.0
66.918,7.396,14681.09,274.0,0.0,24.0,96.0
58.526,4.998,14594.41,242.2,0.0,22.0,96.0
52.774,2.144,14434.69,219.6,0.0,18.0,98.0
14.702,4.664,14429.63,66.4,0.0,26.0,38.0
18.044,5.716,14448.46,82.4,0.0,14.0,96.0
18.448,6.612,14455.53,83.4,0.0,30.0,98.0
17.016,5.256,14452.75,76.8,0.0,9.0,93.0
55.52,3.956,14402.88,232.6,0.0,34.0,708.0
82.51,6.546,14412.82,348.4,0.0,6.0,802.0
99.1,5.412,14342.97,414.4,0.0,37.0,1150.0
85.548,4.88,14356.24,356.8,0.0,2.0,1147.0
32.462,5.982,14378.99,146.0,0.0,39.0,251.0
22.626,5.77,14342.4,103.8,0.0,0.0,96.0
63.394,6.708,14397.6,268.4,0.0,40.0,796.0
49.13,8.266,14446.78,217.2,0.0,0.0,95.0
50.222,7.178,14317.11,223.2,490.0,39.0,38.0
50.426,4.798,14427.57,218.0,542.0,0.0,94.0
20.466,7.536,14512.78,92.8,1.0,40.0,94.0
14.088,3.776,14505.34,62.8,0.0,0.0,39.0
48.27,7.326,14380.73,209.4,0.0,411.0,95.0
31.66,14.352,14537.48,143.4,0.0,0.0,98.0
159.618,16.984,14456.52,679.4,535.0,1223.0,326.0
103.436,9.482,14401.94,448.6,245.0,27.0,534.0
82.644,8.11,14362.56,347.0,0.0,57.0,96.0
30.322,6.676,14663.51,131.8,0.0,9.0,95.0
20.788,7.916,14680.83,93.4,0.0,52.0,40.0
17.984,5.73,14671.23,79.6,0.0,9.0,93.0
61.282,6.868,14543.75,255.4,0.0,51.0,777.0
14.348,4.352,14600.12,64.6,0.0,11.0,39.0
19.238,7.796,14598.45,86.8,0.0,40.0,91.0
17.602,5.334,14605.35,80.0,0.0,7.0,94.0
18.064,6.678,14580.25,81.4,0.0,32.0,81.0
87.252,4.668,14514.1,363.8,0.0,12.0,780.0
66.53,6.892,14355.36,280.8,0.0,27.0,698.0
20.126,6.8,14463.53,92.0,0.0,17.0,94.0
19.79,6.938,14534.59,92.0,0.0,22.0,53.0
21.188,7.656,14610.9,98.2,0.0,21.0,81.0
25.432,5.558,14582.1,114.6,0.0,18.0,91.0
15.7,6.032,14522.1,71.0,0.0,24.0,39.0
29.286,5.7,14419.87,129.4,0.0,15.0,94.0
20.24,6.71,14499.84,90.0,0.0,28.0,91.0
42.528,5.09,14458.93,178.2,0.0,11.0,508.0
35.4,12.924,14495.09,161.6,0.0,32.0,272.0
89.34,14.56,14442.38,373.2,6.0,8.0,1034.0
131.336,16.644,14317.97,556.6,459.0,36.0,1148.0
135.652,9.736,14337.99,567.6,501.0,28.0,1145.0
129.572,7.132,14384.58,539.4,0.0,71.0,1152.0
123.828,2.616,14418.06,512.0,0.0,7.0,1099.0
139.722,20.236,14562.56,577.4,0.0,76.0,1179.0
69.802,24.772,14663.4,298.8,0.0,48.0,98.0
45.028,15.844,14555.16,197.6,0.0,32.0,65.0
21.826,8.766,14508.11,97.2,0.0,23.0,71.0
21.784,10.64,14529.47,100.0,0.0,54.0,96.0
18.224,6.468,14572.99,82.0,0.0,0.0,94.0
17.294,8.172,14587.63,78.2,0.0,48.0,40.0
17.928,5.638,14535.68,77.6,0.0,14.0,93.0
74.23,7.042,14427.9,310.0,0.0,31.0,838.0
94.722,7.924,14384.29,392.6,0.0,31.0,1156.0
84.92,4.982,14385.74,356.2,0.0,13.0,1102.0
57.902,17.638,14586.1,262.0,0.0,44.0,393.0
51.202,6.452,14513.97,212.8,0.0,0.0,606.0
45.358,12.368,14406.12,202.2,0.0,169.0,96.0
61.2,15.22,14412.39,272.0,10.0,411.0,280.0
111.552,8.25,14317.92,466.8,445.0,70.0,1089.0
118.396,10.644,14375.32,496.2,475.0,71.0,1130.0
28.128,10.054,14573.36,127.0,0.0,69.0,97.0
28.332,9.742,14571.8,126.8,0.0,69.0,118.0
87.51,8.534,14437.38,362.4,0.0,68.0,1047.0
23.072,10.45,14486.82,106.0,0.0,69.0,98.0
24.696,9.826,14344.56,117.0,0.0,68.0,100.0
102.364,16.278,14462.31,430.4,0.0,67.0,97.0
108.898,8.312,14611.58,443.0,0.0,2.0,96.0
118.918,5.068,14705.0,484.0,0.0,0.0,65.0
115.788,3.602,14716.52,469.4,0.0,0.0,71.0
111.376,9.226,14460.71,462.0,0.0,61.0,98.0
112.092,8.64,14397.33,467.2,0.0,69.0,369.0
140.526,12.096,14448.03,585.0,193.0,68.0,855.0
115.564,5.864,14524.61,476.6,313.0,11.0,1115.0
57.388,4.686,14558.38,245.6,496.0,0.0,262.0
17.226,4.736,14579.6,83.2,0.0,0.0,96.0
20.664,9.848,14574.82,101.6,0.0,48.0,94.0
22.162,12.454,14632.83,109.8,0.0,71.0,98.0
18.27,10.54,14534.53,92.8,0.0,68.0,39.0
23.636,4.838,14463.85,106.6,0.0,10.0,95.0
16.302,4.6,14469.2,71.4,0.0,0.0,98.0
70.638,5.084,14552.08,296.2,0.0,255.0,659.0
84.106,17.332,14631.79,371.2,330.0,365.0,211.0
121.472,9.588,14400.4,507.4,0.0,540.0,1157.0
99.832,7.756,14408.51,414.8,0.0,103.0,1158.0
91.554,7.798,14427.24,380.6,0.0,78.0,1158.0
33.132,10.374,14501.18,150.4,0.0,79.0,45.0
30.636,10.296,14431.15,141.0,0.0,77.0,89.0
23.186,10.212,14358.54,108.0,0.0,77.0,99.0
37.496,6.79,14459.99,161.0,0.0,22.0,98.0
106.09,6.886,14425.09,443.8,0.0,0.0,702.0
70.72,4.338,14489.25,292.4,0.0,0.0,106.0
115.268,6.67,14562.07,476.0,431.0,35.0,92.0
53.648,14.46,14677.6,229.4,369.0,71.0,98.0
30.01,12.904,14670.23,136.8,157.0,69.0,97.0
16.474,10.256,14558.77,80.8,0.0,69.0,39.0
58.922,11.374,14506.55,250.2,0.0,67.0,741.0
16.068,4.84,14513.94,69.8,0.0,4.0,96.0
15.95,5.172,14508.85,69.2,0.0,0.0,95.0
12.926,4.1,14440.96,56.2,0.0,0.0,39.0
76.234,5.54,14458.0,316.6,0.0,0.0,795.0
104.768,6.276,14279.37,441.8,0.0,40.0,1140.0
75.958,9.892,14325.97,321.0,0.0,70.0,954.0
18.644,10.13,14411.8,87.0,0.0,68.0,39.0
21.622,10.424,14337.78,100.8,0.0,67.0,94.0
18.582,7.182,14455.01,84.2,0.0,25.0,94.0
42.732,5.936,14476.55,184.2,0.0,0.0,439.0
52.25,2.976,14475.23,217.2,0.0,0.0,638.0
19.86,5.476,14511.03,87.0,0.0,0.0,94.0
19.024,6.442,14582.95,83.4,0.0,21.0,94.0
17.938,9.608,14542.09,84.4,0.0,73.0,39.0
20.58,9.898,14486.66,94.4,0.0,69.0,94.0
74.424,15.814,14397.23,358.4,684.0,68.0,95.0
70.756,14.178,14349.72,313.8,133.0,60.0,94.0
89.604,3.588,14295.55,374.6,0.0,0.0,38.0
125.51,4.068,14335.32,524.0,0.0,0.0,730.0
40.22,6.328,14627.92,169.6,0.0,0.0,92.0
20.718,6.682,14692.0,96.0,0.0,13.0,93.0
16.738,8.97,14625.4,78.8,0.0,74.0,39.0
20.07,10.616,14538.77,95.0,0.0,69.0,93.0
20.558,11.186,14531.17,95.0,0.0,68.0,94.0
18.116,8.266,14563.07,81.8,0.0,36.0,93.0
12.5,3.704,14524.76,52.6,0.0,0.0,39.0
15.792,5.492,14423.67,68.8,0.0,0.0,94.0
72.932,4.184,14420.8,304.4,0.0,0.0,824.0
98.356,6.384,14322.82,410.0,0.0,31.0,1145.0
88.792,10.178,14385.29,370.8,0.0,71.0,1153.0
110.746,7.318,14207.4,473.2,464.0,676.0,498.0
125.19,17.006,14198.38,540.6,505.0,1185.0,98.0
37.548,12.758,14489.77,168.8,0.0,185.0,95.0
36.49,6.708,14496.36,156.2,0.0,30.0,96.0
46.148,4.67,14408.12,200.0,0.0,0.0,489.0
32.088,5.458,14463.6,142.2,0.0,0.0,338.0
21.716,5.05,14478.26,99.2,0.0,0.0,96.0
30.746,9.844,14478.13,138.6,0.0,70.0,95.0
54.292,11.112,14413.67,237.2,0.0,69.0,583.0
103.398,15.814,14410.86,432.6,0.0,67.0,1162.0
125.476,8.346,14401.98,524.6,0.0,61.0,1096.0
119.61,4.23,14431.01,495.8,0.0,0.0,1159.0
127.674,4.87,14437.89,531.2,404.0,0.0,701.0
63.99,7.778,14644.06,265.2,312.0,0.0,97.0
33.262,8.482,14631.67,146.2,189.0,29.0,99.0
22.394,11.9,14570.16,102.0,0.0,71.0,98.0
22.466,11.244,14533.33,104.0,0.0,68.0,39.0
22.224,11.798,14510.18,103.4,0.0,68.0,97.0
18.876,6.526,14495.25,83.4,0.0,22.0,99.0
17.84,5.18,14526.0,80.0,0.0,0.0,97.0
16.868,4.968,14541.93,73.6,0.0,0.0,69.0
94.744,7.414,14483.15,396.4,0.0,0.0,988.0
105.776,10.044,14259.35,445.0,0.0,72.0,1082.0
83.886,9.798,14278.75,350.8,0.0,69.0,1143.0
40.664,9.108,14359.57,176.6,0.0,67.0,451.0
18.394,8.318,14530.3,83.8,0.0,31.0,96.0
16.432,5.764,14601.23,71.6,0.0,0.0,94.0
19.532,5.184,14621.62,88.6,0.0,0.0,40.0
16.128,5.784,14483.94,70.2,0.0,0.0,95.0
23.502,10.206,14549.32,113.2,0.0,64.0,95.0
25.126,10.524,14421.11,119.4,0.0,69.0,97.0
20.906,10.636,14462.13,100.8,0.0,68.0,52.0
25.616,10.936,14507.15,116.8,0.0,67.0,172.0
51.574,4.888,14407.07,213.8,0.0,3.0,689.0
15.916,5.068,14328.28,69.0,0.0,0.0,97.0
73.848,6.75,14343.57,313.4,0.0,0.0,38.0
98.966,15.71,14429.4,411.8,0.0,14.0,97.0
92.902,20.126,14597.52,387.8,0.0,74.0,94.0
43.414,11.91,14621.47,185.4,0.0,69.0,96.0
18.854,9.488,14472.86,89.4,0.0,67.0,38.0
16.096,4.68,14453.53,69.2,0.0,5.0,96.0
31.114,5.134,14436.39,131.8,0.0,0.0,341.0
47.908,4.532,14413.86,200.4,0.0,0.0,622.0
12.718,4.144,14429.58,56.0,0.0,13.0,39.0
20.048,10.408,14401.0,94.4,0.0,73.0,94.0
81.854,10.342,14470.77,345.8,0.0,68.0,779.0
100.84,9.44,14437.66,418.0,0.0,68.0,1160.0
68.872,5.732,14399.79,288.4,0.0,7.0,898.0
19.806,7.52,14483.11,92.8,0.0,0.0,66.0
56.302,4.594,14329.3,237.6,0.0,0.0,740.0
82.142,6.912,14408.95,339.4,0.0,32.0,1160.0
91.762,9.878,14425.68,380.4,0.0,70.0,1158.0
71.224,8.002,14424.04,297.0,0.0,68.0,927.0
19.4,8.61,14492.09,88.4,0.0,40.0,95.0
16.728,5.27,14535.56,72.2,0.0,0.0,95.0
14.58,3.418,14501.92,62.2,0.0,0.0,74.0
17.918,3.998,14444.16,77.0,0.0,0.0,60.0
62.536,10.338,14374.87,261.8,0.0,69.0,94.0
105.116,13.418,14251.09,447.8,3.0,68.0,804.0
179.102,7.016,14208.77,757.6,489.0,64.0,685.0
105.938,6.182,14311.2,445.4,546.0,0.0,96.0
58.128,4.038,14531.03,239.6,0.0,0.0,93.0
41.984,4.634,14558.16,172.8,0.0,0.0,39.0
20.932,8.128,14533.16,93.6,0.0,44.0,95.0
20.012,10.276,14512.12,93.6,0.0,69.0,93.0
53.766,8.914,14466.57,227.0,0.0,68.0,657.0
16.12,5.054,14511.09,70.8,0.0,15.0,95.0
14.952,3.942,14493.56,64.2,0.0,0.0,85.0
12.814,3.686,14479.53,55.0,0.0,0.0,41.0
84.664,6.67,14414.98,354.0,0.0,22.0,783.0
101.56,9.866,14164.59,430.4,0.0,70.0,1120.0
77.828,8.006,14091.4,331.4,0.0,67.0,1065.0
23.784,5.244,14302.75,103.2,0.0,23.0,222.0
15.816,4.428,14287.19,69.4,0.0,0.0,91.0
24.866,4.628,14569.87,108.2,0.0,0.0,39.0
26.312,6.02,14578.63,111.6,0.0,15.0,94.0
17.786,9.49,14517.79,84.6,0.0,73.0,39.0
84.852,8.596,14539.91,357.2,0.0,442.0,705.0
93.684,9.56,14505.78,389.2,0.0,115.0,1171.0
180.776,9.096,14345.04,761.4,0.0,1519.0,1149.0
82.484,6.674,14400.61,344.6,52.0,35.0,1002.0
191.998,17.662,14281.24,826.0,1380.0,1154.0,310.0
138.202,12.754,14378.49,581.6,67.0,850.0,607.0
121.672,12.466,14412.6,517.6,455.0,753.0,94.0
28.724,9.916,14562.76,124.8,0.0,104.0,40.0
35.484,10.34,14729.33,154.2,0.0,53.0,91.0
23.31,5.742,14772.97,101.2,0.0,9.0,94.0
13.12,4.076,14679.01,58.2,0.0,10.0,40.0
24.032,4.662,14555.97,102.2,0.0,9.0,223.0
46.872,9.862,14535.1,199.0,0.0,75.0,538.0
17.064,9.006,14611.79,79.4,0.0,77.0,39.0
18.688,9.182,14555.65,85.4,0.0,48.0,91.0
15.776,5.444,14536.02,67.4,0.0,0.0,93.0
75.528,3.11,14447.08,315.0,0.0,0.0,753.0
92.052,5.054,14379.43,382.0,0.0,0.0,1152.0
85.998,11.926,14419.02,360.2,0.0,62.0,1100.0
26.324,6.986,14406.32,116.6,0.0,69.0,38.0
28.824,5.702,14446.24,126.0,0.0,43.0,92.0
21.588,4.806,14487.94,94.0,0.0,0.0,88.0
21.35,5.644,14539.61,98.0,0.0,0.0,39.0
49.576,3.956,14451.45,214.6,470.0,0.0,123.0
87.106,9.438,14380.22,366.2,512.0,73.0,650.0
22.75,11.192,14526.8,107.4,0.0,69.0,89.0
80.608,6.678,14451.64,334.0,0.0,31.0,1125.0
65.9,3.136,14452.94,273.2,0.0,0.0,881.0
45.374,8.05,14469.96,198.0,0.0,0.0,278.0
112.552,6.654,14250.39,471.8,0.0,14.0,1132.0
99.254,7.088,14463.63,411.0,0.0,73.0,1160.0
99.518,8.034,14501.53,410.8,0.0,69.0,1164.0
68.876,5.758,14590.57,283.0,0.0,28.0,746.0
29.454,5.682,14665.32,119.2,0.0,0.0,91.0
21.906,3.754,14418.87,89.8,0.0,0.0,41.0
24.99,5.346,14384.26,104.4,0.0,10.0,88.0
28.352,8.94,14402.31,123.0,0.0,73.0,90.0
22.558,9.022,14543.26,99.8,0.0,65.0,39.0
15.438,5.228,14550.81,67.4,0.0,0.0,88.0
11.284,3.496,14492.17,47.6,0.0,0.0,39.0
15.112,5.472,14456.79,66.6,0.0,0.0,89.0
61.79,6.756,14394.72,264.8,0.0,52.0,653.0
31.478,9.648,14334.99,137.4,0.0,69.0,125.0
65.168,5.778,14339.88,271.2,0.0,26.0,807.0
13.472,3.4,14416.68,58.2,0.0,0.0,38.0
15.838,3.758,14663.7,67.8,0.0,0.0,91.0
17.948,4.894,14678.01,78.8,0.0,25.0,40.0
27.622,7.046,14625.03,116.8,0.0,71.0,90.0
17.106,9.89,14612.27,82.0,0.0,69.0,39.0
16.16,4.394,14627.13,69.6,0.0,3.0,93.0
19.226,4.648,14542.49,87.6,0.0,0.0,95.0
56.888,3.398,14420.39,243.8,0.0,236.0,419.0
84.686,10.12,14379.9,361.0,0.0,485.0,390.0
73.296,13.13,14460.38,311.4,0.0,78.0,154.0
159.014,5.34,14425.82,658.6,0.0,45.0,1159.0
74.78,3.712,14552.19,306.8,0.0,0.0,353.0
27.81,5.842,14669.8,117.2,0.0,0.0,96.0
19.258,5.97,14660.03,83.6,0.0,8.0,97.0
17.01,10.058,14691.34,80.4,0.0,74.0,39.0
33.076,10.128,14612.24,146.0,0.0,69.0,323.0
35.81,4.114,14604.89,147.4,0.0,6.0,422.0
15.786,4.516,14660.4,66.8,0.0,0.0,96.0
12.498,3.422,14614.16,53.2,0.0,0.0,39.0
18.222,7.942,14540.07,83.0,0.0,50.0,94.0
92.644,11.952,14609.12,388.2,0.0,69.0,810.0
101.014,6.47,14392.4,419.2,0.0,28.0,1155.0
79.854,4.542,14433.85,329.0,0.0,0.0,1101.0
85.062,5.23,14463.82,351.2,0.0,0.0,1165.0
64.512,4.446,14482.87,272.8,0.0,25.0,750.0
110.204,19.132,14419.87,480.8,490.0,71.0,724.0
88.412,12.676,14393.22,373.0,68.0,68.0,948.0
59.592,3.644,14384.23,291.0,493.0,3.0,39.0
71.638,4.898,14462.43,298.4,0.0,0.0,964.0
80.356,5.376,14488.44,330.2,0.0,0.0,1168.0
82.866,7.954,14426.47,343.8,0.0,55.0,1100.0
67.162,9.686,14345.22,284.8,0.0,69.0,773.0
95.176,16.31,14326.21,448.6,999.0,41.0,97.0
59.53,8.668,14363.21,270.0,320.0,0.0,39.0
197.304,5.984,14409.05,821.4,430.0,0.0,1056.0
128.636,6.792,14442.38,532.8,466.0,16.0,165.0
52.486,11.932,14569.49,222.6,57.0,73.0,98.0
40.66,9.872,14590.47,170.2,0.0,68.0,96.0
16.912,5.164,14521.18,77.4,0.0,17.0,39.0
16.66,5.502,14434.21,77.2,0.0,0.0,95.0
12.368,3.276,14464.16,52.2,0.0,0.0,39.0
17.908,7.338,14491.45,81.2,0.0,37.0,96.0
28.474,9.05,14442.17,124.0,0.0,70.0,246.0
40.394,5.718,14388.78,168.2,0.0,41.0,469.0
82.194,5.288,14451.5,343.6,0.0,0.0,803.0
97.218,4.468,14266.67,408.0,0.0,0.0,1139.0
75.196,4.662,14286.68,314.0,0.0,12.0,1080.0
104.184,14.682,14258.99,445.0,0.0,73.0,1101.0
16.702,8.028,14413.24,76.2,0.0,66.0,38.0
45.612,18.262,14310.1,224.8,0.0,0.0,99.0
67.818,4.418,14450.04,281.8,0.0,0.0,828.0
14.278,3.874,14455.49,63.6,0.0,0.0,39.0
25.186,10.302,14496.3,117.2,0.0,66.0,97.0
21.456,9.762,14494.57,102.6,0.0,69.0,39.0
22.612,7.352,14554.87,105.0,0.0,32.0,97.0
14.966,3.61,14548.46,66.8,0.0,0.0,39.0
22.774,7.798,14571.75,108.0,0.0,0.0,98.0
55.972,10.286,14492.07,236.2,0.0,31.0,195.0
145.958,9.542,14401.12,605.4,0.0,70.0,1000.0
97.484,9.418,14486.65,403.8,0.0,68.0,96.0
38.84,4.136,14698.13,158.8,0.0,0.0,55.0
17.434,5.608,14505.83,77.0,0.0,0.0,85.0
20.276,4.34,14426.41,87.2,0.0,0.0,95.0
16.08,7.674,14432.33,73.6,0.0,62.0,39.0
20.378,10.344,14426.5,95.6,0.0,69.0,98.0
16.852,5.696,14465.67,74.4,0.0,25.0,97.0
54.12,4.074,14411.9,225.6,0.0,0.0,732.0
15.266,4.656,14481.55,65.6,0.0,0.0,97.0
83.154,8.588,14487.98,348.6,0.0,37.0,767.0
120.736,8.482,14401.27,502.6,0.0,393.0,1097.0
117.62,10.774,14317.56,495.2,484.0,77.0,1148.0
83.718,4.938,14340.05,349.4,64.0,0.0,1149.0
70.32,5.712,14411.64,301.2,504.0,0.0,402.0
22.788,9.544,14453.81,103.8,0.0,26.0,99.0
73.712,13.594,14404.64,317.0,0.0,71.0,712.0
55.606,9.25,14422.51,237.8,0.0,68.0,643.0
20.754,6.006,14546.99,93.0,0.0,10.0,98.0
84.964,5.62,14528.76,347.6,0.0,0.0,1181.0
81.65,6.518,14492.27,337.0,0.0,30.0,1110.0
81.266,11.444,14426.28,346.2,230.0,71.0,828.0
117.158,19.482,14349.71,549.6,1185.0,69.0,101.0
116.87,9.92,14321.06,492.0,5.0,67.0,694.0
103.27,5.64,14414.77,428.8,0.0,68.0,340.0
82.734,6.008,14439.42,341.4,0.0,24.0,102.0
35.214,5.912,14576.69,147.8,0.0,0.0,79.0
16.546,3.754,14635.26,74.2,0.0,0.0,61.0
20.962,8.21,14466.81,95.2,0.0,52.0,100.0
54.686,9.734,14324.13,235.0,0.0,69.0,648.0
16.44,8.556,14379.82,73.2,0.0,67.0,38.0
16.582,6.134,14434.28,74.0,0.0,5.0,102.0
15.004,4.896,14416.12,65.0,0.0,0.0,77.0
13.06,4.204,14366.96,55.8,0.0,0.0,60.0
103.756,9.254,14329.38,438.8,0.0,58.0,800.0
127.822,8.946,14317.88,534.0,0.0,69.0,1147.0
111.614,7.416,14294.35,470.2,489.0,38.0,1145.0
109.112,5.348,14460.43,449.8,532.0,0.0,1110.0
75.244,4.258,14393.38,311.0,0.0,0.0,1076.0
61.1,7.592,14416.13,255.4,0.0,29.0,644.0
94.456,10.032,14398.47,393.4,0.0,70.0,1159.0
87.484,9.172,14332.68,364.6,0.0,68.0,1150.0
73.092,5.002,14374.92,303.4,0.0,27.0,991.0
18.444,6.678,14505.69,86.6,0.0,0.0,100.0
20.462,4.874,14633.43,90.4,0.0,0.0,99.0
35.102,7.244,14566.51,148.4,0.0,37.0,101.0
47.602,9.354,14511.52,205.2,0.0,70.0,38.0
65.46,7.814,14509.51,271.0,0.0,68.0,101.0
93.494,6.996,14500.49,388.6,0.0,26.0,484.0
91.664,4.07,14471.13,378.6,0.0,0.0,694.0
55.586,3.678,14616.07,227.2,0.0,0.0,40.0
49.712,7.71,14608.57,206.2,0.0,34.0,98.0
24.784,11.254,14588.1,111.6,0.0,70.0,100.0
20.088,10.404,14431.22,90.6,0.0,68.0,97.0
14.22,5.566,14358.16,62.0,0.0,24.0,38.0
16.092,6.024,14342.98,70.8,0.0,0.0,99.0
15.244,4.284,14376.31,65.4,0.0,0.0,94.0
55.428,6.374,14370.41,235.8,0.0,27.0,724.0
85.568,9.786,14331.22,363.6,0.0,70.0,761.0
109.006,9.952,14399.86,454.6,0.0,68.0,1161.0
84.074,6.62,14376.7,350.2,0.0,12.0,1158.0
81.0,4.574,14360.69,334.0,0.0,0.0,1150.0
56.658,4.234,14332.88,236.8,0.0,0.0,715.0
28.146,6.614,14492.3,124.2,0.0,44.0,39.0
35.478,10.402,14542.85,154.8,127.0,70.0,96.0
47.396,12.474,14491.39,207.4,370.0,67.0,97.0
52.86,6.904,14432.07,228.0,481.0,12.0,73.0
14.17,4.724,14556.98,62.6,0.0,0.0,61.0
65.984,5.646,14456.13,275.6,0.0,0.0,861.0
23.16,7.774,14518.82,103.8,0.0,44.0,144.0
88.026,15.572,14308.66,402.8,756.0,69.0,37.0
146.498,9.096,14277.83,612.6,5.0,74.0,816.0
107.242,8.61,14412.76,446.4,0.0,6.0,117.0
86.02,4.442,14386.52,356.0,0.0,0.0,38.0
41.122,5.088,14669.71,170.0,0.0,0.0,95.0
25.298,9.468,14651.65,115.2,0.0,47.0,94.0
